,ball,mass,x,y,v_x,v_y,collision,t,container
0,0.0,5e-26,72.16790533597674,170.69408165261387,-924.9842660279952,-159.8368609334284,0.0,0.0,1.0
1,1.0,5e-26,172.2755998158858,-81.87781798257578,977.7680873229119,331.19652565894353,0.0,0.0,1.0
2,2.0,5e-26,122.26733970249245,-80.58364484975894,-125.85027844050444,-436.4449183579957,0.0,0.0,1.0
3,3.0,5e-26,-157.48309593889735,107.76079162449963,497.21929055325245,-822.2576036331566,0.0,0.0,1.0
4,4.0,5e-26,-94.00499049817958,-115.16158799116825,375.45946822573137,36.728136652370495,0.0,0.0,1.0
5,5.0,5e-26,-25.663029762265325,57.68593642234262,125.70348225831503,-187.34324119330688,0.0,0.0,1.0
6,6.0,5e-26,11.561808251667657,-16.15058304559753,-61.73809699991034,-393.80026615731674,0.0,0.0,1.0
7,7.0,5e-26,8.429983325855943,75.17382165556148,-532.2292857398663,142.19426830701468,0.0,0.0,1.0
8,8.0,5e-26,40.24275090821607,-178.5727362596144,760.1916921984971,-150.61929991513898,0.0,0.0,1.0
9,9.0,5e-26,-127.81283776721678,24.604854238905176,-338.73695740201185,198.56879389311666,0.0,0.0,1.0
10,10.0,5e-26,89.78889536720368,38.608436006773104,67.57077010732223,-86.72529944417408,0.0,0.0,1.0
11,11.0,5e-26,155.37189580530935,83.01955386712086,785.1247107373513,195.0555722589595,0.0,0.0,1.0
12,12.0,5e-26,-2.5601707266362723,38.43677758688216,-107.20234503098516,713.0052423004972,0.0,0.0,1.0
13,13.0,5e-26,-86.03074087700791,59.36169534576865,-474.50593745676906,-398.32309506101797,0.0,0.0,1.0
14,14.0,5e-26,72.54389072646615,-150.67296231222133,396.66596392612223,-191.49097061813666,0.0,0.0,1.0
15,15.0,5e-26,124.43144116924594,74.29899987582206,131.2958810879395,-716.7029199932122,0.0,0.0,1.0
16,16.0,5e-26,160.01236499229123,-65.35752539604474,-910.9498202583125,-585.6858055909531,0.0,0.0,1.0
17,17.0,5e-26,-86.82168891669868,-16.768300079418623,-222.8283168050409,71.82414935158249,0.0,0.0,1.0
18,18.0,5e-26,60.209211147096426,-90.69544141432405,-401.06828973148527,-253.26719822259713,0.0,0.0,1.0
19,19.0,5e-26,-68.85993184412958,173.397977520342,-475.1762508768313,590.835323010991,0.0,0.0,1.0
20,0.0,5e-26,65.68577564443109,169.57397258685742,-924.9842660279952,-159.8368609334284,1.0,0.007007826975674702,1.0
21,1.0,5e-26,179.12762939418118,-79.5568500358133,-409.8585975888777,947.4901061109499,1.0,0.007007826975674702,1.0
22,2.0,5e-26,121.38540272634091,-83.64217532202424,-125.85027844050444,-436.4449183579957,1.0,0.007007826975674702,1.0
23,3.0,5e-26,-153.99866918173242,101.99855260880557,497.21929055325245,-822.2576036331566,1.0,0.007007826975674702,1.0
24,4.0,5e-26,-91.37383550847483,-114.9042035643695,375.45946822573137,36.728136652370495,1.0,0.007007826975674702,1.0
25,5.0,5e-26,-24.782121508359257,56.37306740299783,125.70348225831503,-187.34324119330688,1.0,0.007007826975674702,1.0
26,6.0,5e-26,11.129158350084863,-18.91026717380265,-61.73809699991034,-393.80026615731674,1.0,0.007007826975674702,1.0
27,7.0,5e-26,4.700212580004029,76.17029448478971,-532.2292857398663,142.19426830701468,1.0,0.007007826975674702,1.0
28,8.0,5e-26,45.570042755488494,-179.62825025261697,760.1916921984971,-150.61929991513898,1.0,0.007007826975674702,1.0
29,9.0,5e-26,-130.18664775495657,25.996389989276548,-338.73695740201185,198.56879389311666,1.0,0.007007826975674702,1.0
30,10.0,5e-26,90.26241963272888,38.000680113854756,67.57077010732223,-86.72529944417408,1.0,0.007007826975674702,1.0
31,11.0,5e-26,160.87391393248336,84.38646956815286,785.1247107373513,195.0555722589595,1.0,0.007007826975674702,1.0
32,12.0,5e-26,-3.311426211999997,43.43339495767306,-107.20234503098516,713.0052423004972,1.0,0.007007826975674702,1.0
33,13.0,5e-26,-89.35599638563528,56.570316015165815,-474.50593745676906,-398.32309506101797,1.0,0.007007826975674702,1.0
34,14.0,5e-26,75.32365716879963,-152.01489790171723,396.66596392612223,-191.49097061813666,1.0,0.007007826975674702,1.0
35,15.0,5e-26,125.35153998652898,69.27646981954881,131.2958810879395,-716.7029199932122,1.0,0.007007826975674702,1.0
36,16.0,5e-26,153.628586268399,-69.46191018373479,-910.9498202583125,-585.6858055909531,1.0,0.007007826975674702,1.0
37,17.0,5e-26,-88.38323120614923,-16.264968868087713,-222.8283168050409,71.82414935158249,1.0,0.007007826975674702,1.0
38,18.0,5e-26,57.39859396722841,-92.47029411808192,-401.06828973148527,-253.26719822259713,1.0,0.007007826975674702,1.0
39,19.0,5e-26,-72.18988479322421,177.5384492351199,-475.1762508768313,590.835323010991,1.0,0.007007826975674702,1.0
40,0.0,5e-26,60.15650079203342,168.61851640440747,-924.9842660279952,-159.8368609334284,2.0,0.0129855230895136,1.0
41,1.0,5e-26,176.67761924815068,-73.89304211061307,-409.8585975888777,947.4901061109499,2.0,0.0129855230895136,1.0
42,2.0,5e-26,120.63310800598157,-86.25111041439757,-125.85027844050444,-436.4449183579957,2.0,0.0129855230895136,1.0
43,3.0,5e-26,-151.02644336086652,97.08334652699317,497.21929055325245,-822.2576036331566,2.0,0.0129855230895136,1.0
44,4.0,5e-26,-89.12945290435785,-114.68465392463408,375.45946822573137,36.728136652370495,2.0,0.0129855230895136,1.0
45,5.0,5e-26,-24.03070429096771,55.25318643816262,125.70348225831503,-187.34324119330688,2.0,0.0129855230895136,1.0
46,6.0,5e-26,10.76010676757269,-21.264285494439967,-61.73809699991034,-393.80026615731674,2.0,0.0129855230895136,1.0
47,7.0,5e-26,1.5187076469655776,77.02028860985871,-532.2292857398663,142.19426830701468,2.0,0.0129855230895136,1.0
48,8.0,5e-26,50.11423767971607,-180.52860665638883,760.1916921984971,-150.61929991513898,2.0,0.0129855230895136,1.0
49,9.0,5e-26,-132.2115143488322,27.18337389686111,-338.73695740201185,198.56879389311666,2.0,0.0129855230895136,1.0
50,10.0,5e-26,90.66633716260851,37.4822626283958,67.57077010732223,-86.72529944417408,2.0,0.0129855230895136,1.0
51,11.0,5e-26,165.5671508647369,85.55245250442786,785.1247107373513,195.0555722589595,2.0,0.0129855230895136,1.0
52,12.0,5e-26,-3.952249253286134,47.6955236237195,-107.20234503098516,713.0052423004972,2.0,0.0129855230895136,1.0
53,13.0,5e-26,-92.19244868396409,54.189261597767285,-474.50593745676906,-398.32309506101797,2.0,0.0129855230895136,1.0
54,14.0,5e-26,77.69480575985297,-153.1595727326165,396.66596392612223,-191.49097061813666,2.0,0.0129855230895136,1.0
55,15.0,5e-26,126.13638686467141,64.9922375599284,131.2958810879395,-716.7029199932122,2.0,0.0129855230895136,1.0
56,16.0,5e-26,148.18320506793864,-72.96296194774644,-910.9498202583125,-585.6858055909531,2.0,0.0129855230895136,1.0
57,17.0,5e-26,-89.71523116956799,-15.835625929628973,-222.8283168050409,71.82414935158249,2.0,0.0129855230895136,1.0
58,18.0,5e-26,55.0011296103165,-93.98424846466001,-401.06828973148527,-253.26719822259713,2.0,0.0129855230895136,1.0
59,19.0,5e-26,-75.03034402147918,181.07028324940146,81.98638423578848,-753.7619525518685,2.0,0.0129855230895136,1.0
60,0.0,5e-26,48.847969125821464,166.66440727014586,-924.9842660279952,-159.8368609334284,3.0,0.025211170683252994,1.0
61,1.0,5e-26,171.6668324707648,-62.30936197474585,-409.8585975888777,947.4901061109499,3.0,0.025211170683252994,1.0
62,2.0,5e-26,119.09450685219399,-91.58693218032079,-125.85027844050444,-436.4449183579957,3.0,0.025211170683252994,1.0
63,3.0,5e-26,-144.94761553775334,87.03071483370155,497.21929055325245,-822.2576036331566,3.0,0.025211170683252994,1.0
64,4.0,5e-26,-84.53921776009726,-114.23562866914749,375.45946822573137,36.728136652370495,3.0,0.025211170683252994,1.0
65,5.0,5e-26,-22.493897815571678,52.96279399226433,125.70348225831503,-187.34324119330688,3.0,0.025211170683252994,1.0
66,6.0,5e-26,10.005318550543688,-26.0787487708001,-61.73809699991034,-393.80026615731674,3.0,0.025211170683252994,1.0
67,7.0,5e-26,-4.9881400395576545,78.7587056240299,-532.2292857398663,142.19426830701468,3.0,0.025211170683252994,1.0
68,8.0,5e-26,59.4080734122233,-182.37002513796708,760.1916921984971,-150.61929991513898,3.0,0.025211170683252994,1.0
