,ball,mass,x,y,v_x,v_y,collision,t,container
0,0.0,5e-26,64.3630222129189,41.32527683927316,-259.8951117152363,-111.44461304824529,0.0,0.0,1.0
1,1.0,5e-26,-44.62560431282339,24.974292021095053,-4.387428750224672,265.43774345408906,0.0,0.0,1.0
2,2.0,5e-26,-68.76505989798184,20.51396782570795,183.37767207044237,313.1782985350219,0.0,0.0,1.0
3,3.0,5e-26,65.13399474024698,59.44601254609091,179.6853156966315,301.0492436053273,0.0,0.0,1.0
4,4.0,5e-26,56.79269533735007,31.72884712514329,286.03058623745574,-89.12009002001662,0.0,0.0,1.0
5,5.0,5e-26,43.70840467803265,-37.452299201957175,-427.53071108989184,-473.90635033479936,0.0,0.0,1.0
6,6.0,5e-26,-4.014712976092156,-2.7970458628534516,-409.38267424953324,142.9097884498908,0.0,0.0,1.0
7,7.0,5e-26,43.18163465086678,13.476942290844377,-156.19912855953277,-386.75255561024983,0.0,0.0,1.0
8,8.0,5e-26,-68.35259830287418,-12.361736876677,-496.902073557254,-43.52921178972201,0.0,0.0,1.0
9,9.0,5e-26,-59.768337981301784,-74.60913402674154,-121.70390416467171,56.77078131555868,0.0,0.0,1.0
10,10.0,5e-26,-24.127625663197378,-7.707014642850737,0.03563633041903813,-57.44458700199874,0.0,0.0,1.0
11,11.0,5e-26,-78.43973204767163,-1.1539410807372974,-159.50339733181409,-493.612884014099,0.0,0.0,1.0
12,12.0,5e-26,-31.182986206088273,-43.91763864417729,-187.15340448316886,-81.2962829349758,0.0,0.0,1.0
13,13.0,5e-26,-64.33224321240246,-0.5332533511047615,-159.55656807518324,385.2788739135276,0.0,0.0,1.0
14,14.0,5e-26,-2.6828494570807493,95.59660502373933,-248.6896451978271,-426.0243583850207,0.0,0.0,1.0
15,15.0,5e-26,8.345449820280237,-40.16549083534033,22.412539006119232,125.59393541716997,0.0,0.0,1.0
16,16.0,5e-26,-54.310257445099175,-61.80472543372781,447.93630501809423,-234.02262134814168,0.0,0.0,1.0
17,17.0,5e-26,-43.2179528180125,52.80614354655924,-170.94133181100256,-379.878981101754,0.0,0.0,1.0
18,18.0,5e-26,69.50692861600439,66.50892544458364,208.08349143758733,-312.9974195046674,0.0,0.0,1.0
19,19.0,5e-26,28.739727589266593,-76.71352189993365,483.7914422168923,-282.03791689731224,0.0,0.0,1.0
20,0.0,5e-26,64.3630222129189,41.32527683927316,-259.8951117152363,-111.44461304824529,1.0,0.0,1.0
21,1.0,5e-26,-44.62560431282339,24.974292021095053,-4.387428750224672,265.43774345408906,1.0,0.0,1.0
