,ball,mass,x,y,vx,vy,collision,t,container
0,0.0,5e-26,-158.7893689284776,21.86513993470703,943.8451852261958,-370.05551580409815,0.0,0.0,0.0
1,1.0,5e-26,-36.43218410065256,-105.1618864026488,-800.970321747283,-70.1325043555205,0.0,0.0,0.0
2,2.0,5e-26,-61.32033024134458,-137.8608326203201,655.0892477300813,-885.7043469720691,0.0,0.0,0.0
3,3.0,5e-26,80.55457472566832,-114.94909979173764,190.22229988344407,16.745466160228602,0.0,0.0,0.0
4,4.0,5e-26,33.21474142001367,-114.85684960412135,680.54882744978,-850.6859563002196,0.0,0.0,0.0
5,5.0,5e-26,131.5257046234538,19.99463304376556,-763.300023130746,-726.430266033043,0.0,0.0,0.0
6,6.0,5e-26,-77.443695720307,80.8629751135366,408.342408610333,879.0759949857631,0.0,0.0,0.0
7,7.0,5e-26,158.72319118578656,95.33467367989704,501.1635463917005,121.75385862287476,0.0,0.0,0.0
8,8.0,5e-26,186.70612452566945,-0.1649027698904888,-822.5921729301759,455.0873075818854,0.0,0.0,0.0
9,9.0,5e-26,19.111336360731343,25.41272733169731,-176.98934951122249,-623.5754944103413,0.0,0.0,0.0
10,10.0,5e-26,-54.84620406179579,111.42309069979797,232.9136909296958,248.9237622375158,0.0,0.0,0.0
11,11.0,5e-26,98.77517897746003,12.695511908081158,276.0230511558177,512.6598271420837,0.0,0.0,0.0
12,12.0,5e-26,141.51087512447214,-122.92214551112225,-145.21524954813697,-594.2140474424943,0.0,0.0,0.0
13,13.0,5e-26,106.60656326126235,67.57847540626273,-716.9542708003355,69.95983166934093,0.0,0.0,0.0
14,14.0,5e-26,-19.391479289232365,91.22988653626942,843.574729261893,324.2801607871079,0.0,0.0,0.0
15,15.0,5e-26,-38.411786349453024,-91.90500630547598,-698.4290959903774,170.88401653679557,0.0,0.0,0.0
16,16.0,5e-26,27.943327821081795,-85.90587187755276,-820.329369901667,-741.2045833991327,0.0,0.0,0.0
17,17.0,5e-26,38.36953361841711,-127.15812526359143,-96.24596167576874,-339.05162341640494,0.0,0.0,0.0
18,18.0,5e-26,-61.32153996952394,161.38142357172427,-144.60313699898484,-912.1249203904578,0.0,0.0,0.0
19,19.0,5e-26,96.85596276091007,83.55906011867052,-420.96218458971623,57.20133130197701,0.0,0.0,0.0
20,0.0,5e-26,-150.5446860151148,18.632628463649922,943.8451852261958,-370.05551580409815,1.0,0.008735206835204566,0.0
21,1.0,5e-26,-43.42882552997543,-105.77450833406516,-800.970321747283,-70.1325043555205,1.0,0.008735206835204566,0.0
22,2.0,5e-26,-55.597990166903756,-145.5976432859609,655.0892477300813,-885.7043469720691,1.0,0.008735206835204566,0.0
23,3.0,5e-26,82.21620585981852,-114.80282468127612,190.22229988344407,16.745466160228602,1.0,0.008735206835204566,0.0
24,4.0,5e-26,39.159476189243435,-122.28776738420756,750.3732882099503,-515.3220108291378,1.0,0.008735206835204566,0.0
25,5.0,5e-26,124.85812104409031,13.649114418614252,-763.300023130746,-726.430266033043,1.0,0.008735206835204566,0.0
26,6.0,5e-26,-73.87674032151013,88.5418857536005,408.342408610333,879.0759949857631,1.0,0.008735206835204566,0.0
27,7.0,5e-26,163.1009584217827,96.3982188179521,501.1635463917005,121.75385862287476,1.0,0.008735206835204566,0.0
28,8.0,5e-26,179.520611754104,3.810378989913639,-822.5921729301759,455.0873075818854,1.0,0.008735206835204566,0.0
29,9.0,5e-26,17.565297785122503,19.96566641065803,-176.98934951122249,-623.5754944103413,1.0,0.008735206835204566,0.0
30,10.0,5e-26,-52.811654796773986,113.59749124913995,232.9136909296958,248.9237622375158,1.0,0.008735206835204566,0.0
31,11.0,5e-26,101.18629742059035,17.17370153426748,276.0230511558177,512.6598271420837,1.0,0.008735206835204566,0.0
32,12.0,5e-26,140.24238988404332,-128.1127281199165,-145.21524954813697,-594.2140474424943,1.0,0.008735206835204566,0.0
33,13.0,5e-26,100.34381941443816,68.18958900605051,-716.9542708003355,69.95983166934093,1.0,0.008735206835204566,0.0
34,14.0,5e-26,-12.022679548178036,94.0625408132982,843.574729261893,324.2801607871079,1.0,0.008735206835204566,0.0
35,15.0,5e-26,-44.51270896265392,-90.41229907619655,-698.4290959903774,170.88401653679557,1.0,0.008735206835204566,0.0
36,16.0,5e-26,20.777581101997697,-92.38044722074581,-820.329369901667,-741.2045833991327,1.0,0.008735206835204566,0.0
37,17.0,5e-26,37.5288052361261,-130.1198113219456,-166.070422435939,-674.4155688874868,1.0,0.008735206835204566,0.0
38,18.0,5e-26,-62.5846782802295,153.4138237325691,-144.60313699898484,-912.1249203904578,1.0,0.008735206835204566,0.0
39,19.0,5e-26,93.17877100871934,84.05872557884234,-420.96218458971623,57.20133130197701,1.0,0.008735206835204566,0.0
40,0.0,5e-26,-138.0503180050274,13.733933348188753,943.8451852261958,-370.05551580409815,2.0,0.021972937138499016,0.0
41,1.0,5e-26,-54.03185463020894,-106.70290351221817,-800.970321747283,-70.1325043555205,2.0,0.021972937138499016,0.0
42,2.0,5e-26,-46.92609538086489,-157.3223585596327,655.0892477300813,-885.7043469720691,2.0,0.021972937138499016,0.0
43,3.0,5e-26,84.73431736334794,-114.58115271644407,190.22229988344407,16.745466160228602,2.0,0.021972937138499016,0.0
44,4.0,5e-26,49.092715405362995,-129.10946118291506,750.3732882099503,-515.3220108291378,2.0,0.021972937138499016,0.0
45,5.0,5e-26,114.75376119738708,4.032826472718389,-763.300023130746,-726.430266033043,2.0,0.021972937138499016,0.0
46,6.0,5e-26,-68.47121364492888,100.17885669132225,408.342408610333,879.0759949857631,2.0,0.021972937138499016,0.0
47,7.0,5e-26,169.73522628675863,98.00996356178716,-355.9798985647095,-373.18522765420954,2.0,0.021972937138499016,1.0
48,8.0,5e-26,168.6313584192534,9.834702032135045,-822.5921729301759,455.0873075818854,2.0,0.021972937138499016,0.0
49,9.0,5e-26,15.22236050973742,11.710942191910437,-176.98934951122249,-623.5754944103413,2.0,0.021972937138499016,0.0
50,10.0,5e-26,-49.728406172301796,116.89267687972158,232.9136909296958,248.9237622375158,2.0,0.021972937138499016,0.0
51,11.0,5e-26,104.84021612928352,23.960154063307936,276.0230511558177,512.6598271420837,2.0,0.021972937138499016,0.0
