,ball,mass,x,y,vx,vy,collision,t,container
0,0.0,5e-26,-60.55718721921494,-12.777676320181556,-548.9437331657479,-462.7303832498649,0.0,0.0,0.0
1,1.0,5e-26,-41.77275850176658,86.54209384024693,3.2202199944524637,-682.0949539026983,0.0,0.0,0.0
2,2.0,5e-26,68.49826680632583,64.56665427385784,613.2096062222929,628.677964254111,0.0,0.0,0.0
3,3.0,5e-26,-16.4274681716374,26.29724192934418,-367.73650761401507,-81.67541635129965,0.0,0.0,0.0
4,4.0,5e-26,43.39011265331135,79.11208982251028,-98.69289807384712,-439.41992160014615,0.0,0.0,0.0
5,5.0,5e-26,-68.15132942153441,-64.15030763743337,831.1549964945893,117.7353562319322,0.0,0.0,0.0
6,6.0,5e-26,-38.06070400431451,12.442519946857146,997.7776679458063,-90.6889222373544,0.0,0.0,0.0
7,7.0,5e-26,95.88251398245706,-8.276038664982053,-367.1511368498801,-569.2548956769031,0.0,0.0,0.0
8,8.0,5e-26,-83.23618813554641,34.96116393729312,-261.7917087029598,66.5327343124834,0.0,0.0,0.0
9,9.0,5e-26,7.090868494483175,-89.86261653752192,642.3996038730188,-237.18636016218773,0.0,0.0,0.0
10,0.0,5e-26,-62.97689075187692,-14.817357758136254,-548.9437331657479,-462.7303832498649,1.0,0.004407926325540878,0.0
11,1.0,5e-26,-41.758564009279,83.53546953642063,3.2202199944524637,-682.0949539026983,1.0,0.004407926325540878,0.0
12,2.0,5e-26,71.20124957266763,67.33782042278098,-661.875390688595,-577.2200369900647,1.0,0.004407926325540878,1.0
13,3.0,5e-26,-18.04842360441168,25.937222711459775,-367.73650761401507,-81.67541635129965,1.0,0.004407926325540878,0.0
14,4.0,5e-26,42.95508162974772,77.17515918212189,-98.69289807384712,-439.41992160014615,1.0,0.004407926325540878,0.0
15,5.0,5e-26,-64.48765943188107,-63.631338861251706,831.1549964945893,117.7353562319322,1.0,0.004407926325540878,0.0
16,6.0,5e-26,-33.6625735547394,12.042769859092182,997.7776679458063,-90.6889222373544,1.0,0.004407926325540878,0.0
17,7.0,5e-26,94.26413882088421,-10.7852723055793,-367.1511368498801,-569.2548956769031,1.0,0.004407926325540878,0.0
18,8.0,5e-26,-84.39014670014652,35.25443532837934,-261.7917087029598,66.5327343124834,1.0,0.004407926325540878,0.0
19,9.0,5e-26,9.922518619912086,-90.90811653854004,642.3996038730188,-237.18636016218773,1.0,0.004407926325540878,0.0
20,0.0,5e-26,-73.48414779836969,-23.674416845028865,-548.9437331657479,-462.7303832498649,2.0,0.023548789790540498,0.0
21,1.0,5e-26,-41.69692621803792,70.47958315360388,3.2202199944524637,-682.0949539026983,2.0,0.023548789790540498,0.0
22,2.0,5e-26,58.53238308865396,56.28933050549212,-661.875390688595,-577.2200369900647,2.0,0.023548789790540498,0.0
23,3.0,5e-26,-25.087217887747336,24.37388471863255,-367.73650761401507,-81.67541635129965,2.0,0.023548789790540498,0.0
24,4.0,5e-26,41.06601434275109,68.76428245897266,-98.69289807384712,-439.41992160014615,2.0,0.023548789790540498,0.0
25,5.0,5e-26,-48.578635125725896,-61.3777824826132,831.1549964945893,117.7353562319322,2.0,0.023548789790540498,0.0
26,6.0,5e-26,-14.564247444162998,10.306905580759013,997.7776679458063,-90.6889222373544,2.0,0.023548789790540498,0.0
27,7.0,5e-26,87.23654903942126,-21.681302540513503,-367.1511368498801,-569.2548956769031,2.0,0.023548789790540498,0.0
28,8.0,5e-26,-89.40106605269882,36.527929311807675,-261.7917087029598,66.5327343124834,2.0,0.023548789790540498,0.0
29,9.0,5e-26,22.21860172761538,-95.4480682741647,471.6087897316452,496.50757290403067,2.0,0.023548789790540498,1.0
30,0.0,5e-26,-76.40675713236945,-26.138021137243282,-548.9437331657479,-462.7303832498649,3.0,0.02887284972131907,0.0
31,1.0,5e-26,-41.679781573797165,66.84806874054426,3.2202199944524637,-682.0949539026983,3.0,0.02887284972131907,0.0
32,2.0,5e-26,55.0085188419204,53.216176435310786,-661.875390688595,-577.2200369900647,3.0,0.02887284972131907,0.0
33,3.0,5e-26,-27.045069093019563,23.939039907106938,-367.73650761401507,-81.67541635129965,3.0,0.02887284972131907,0.0
34,4.0,5e-26,40.54056743866371,66.42478446159546,-98.69289807384712,-439.41992160014615,3.0,0.02887284972131907,0.0
35,5.0,5e-26,-44.15351611262265,-60.75095239006283,831.1549964945893,117.7353562319322,3.0,0.02887284972131907,0.0
36,6.0,5e-26,-9.252019342427044,9.82407232370962,997.7776679458063,-90.6889222373544,3.0,0.02887284972131907,0.0
37,7.0,5e-26,85.28181438317901,-24.71204972098644,-367.1511368498801,-569.2548956769031,3.0,0.02887284972131907,0.0
38,8.0,5e-26,-90.7948607992143,36.882153576645905,234.0293883824719,-134.87679138397758,3.0,0.02887284972131907,1.0
39,9.0,5e-26,24.72947518802861,-92.80463219993823,471.6087897316452,496.50757290403067,3.0,0.02887284972131907,0.0
40,0.0,5e-26,-90.37091745738029,-37.90906590660546,714.7854372529508,67.38255305063865,4.0,0.05431108588530586,1.0
41,1.0,5e-26,-41.59786485707829,49.49677621690374,3.2202199944524637,-682.0949539026983,4.0,0.05431108588530586,0.0
42,2.0,5e-26,38.171576342452894,38.53271681577233,-661.875390688595,-577.2200369900647,4.0,0.05431108588530586,0.0
43,3.0,5e-26,-36.399637219824605,21.86136137717063,-367.73650761401507,-81.67541635129965,4.0,0.05431108588530586,0.0
44,4.0,5e-26,38.029994189752905,55.24671672077039,-98.69289807384712,-439.41992160014615,4.0,0.05431108588530586,0.0
45,5.0,5e-26,-23.01039902291567,-57.755972593383824,831.1549964945893,117.7353562319322,4.0,0.05431108588530586,0.0
46,6.0,5e-26,16.12968461393037,7.517106102378365,997.7776679458063,-90.6889222373544,4.0,0.05431108588530586,0.0
47,7.0,5e-26,75.94213705611553,-39.19289019472116,-367.1511368498801,-569.2548956769031,4.0,0.05431108588530586,0.0
48,8.0,5e-26,-84.8415659482276,33.4511259043795,234.0293883824719,-134.87679138397758,4.0,0.05431108588530586,0.0
49,9.0,5e-26,36.726370958234185,-80.1743553031976,471.6087897316452,496.50757290403067,4.0,0.05431108588530586,0.0
50,0.0,5e-26,-31.720889415136533,-32.380149927054816,714.7854372529508,67.38255305063865,5.0,0.13636372012425507,0.0
51,1.0,5e-26,-41.33363732370454,-6.470911551907285,3.2202199944524637,-682.0949539026983,5.0,0.13636372012425507,0.0
52,2.0,5e-26,-16.137043001479995,-8.829707754766183,-661.875390688595,-577.2200369900647,5.0,0.13636372012425507,0.0
53,3.0,5e-26,-66.57338637538595,15.15967831298355,-367.73650761401507,-81.67541635129965,5.0,0.13636372012425507,0.0
