,ball,mass,x,y,vx,vy,collision,t,container
0,0.0,5e-26,-44.51716847267915,81.33082451695236,818.3394658011989,228.21348914170494,0.0,0.0,0.0
1,1.0,5e-26,-25.504216135305,-15.324905125150096,801.0043961346933,25.403961834008896,0.0,0.0,0.0
2,2.0,5e-26,-58.637342916945876,-14.359546540002626,-677.9256762682351,-146.229851523737,0.0,0.0,0.0
3,3.0,5e-26,-46.52931417237537,-19.706618881588497,991.6158767030165,-174.25414145950026,0.0,0.0,0.0
4,4.0,5e-26,-76.34483217810174,-3.511665329594365,955.1670486216856,855.9697142602745,0.0,0.0,0.0
5,5.0,5e-26,-28.13465209260724,-4.996141990701432,-192.696253262941,37.085565947108535,0.0,0.0,0.0
6,6.0,5e-26,-49.476779097038246,26.086778800414066,-185.20410168020578,-570.1774473965716,0.0,0.0,0.0
7,7.0,5e-26,-31.44721323595286,-75.65754062129159,-793.8805085666236,-24.237799073029578,0.0,0.0,0.0
8,8.0,5e-26,-15.307222489897057,-65.7972127825794,-544.3571877124871,390.3663979506257,0.0,0.0,0.0
9,9.0,5e-26,-90.35948496425753,31.994913494728806,414.98397484644556,899.0809182577959,0.0,0.0,0.0
10,0.0,5e-26,-30.043175289992497,85.36724292774011,818.3394658011989,228.21348914170494,1.0,0.017687028168091375,0.0
11,1.0,5e-26,-11.336828818105658,-14.875584536610862,801.0043961346933,25.403961834008896,1.0,0.017687028168091375,0.0
12,2.0,5e-26,-70.62783344897454,-16.94591804291878,-677.9256762682351,-146.229851523737,1.0,0.017687028168091375,0.0
13,3.0,5e-26,-28.990576229202496,-22.788656789989258,991.6158767030165,-174.25414145950026,1.0,0.017687028168091375,0.0
14,4.0,5e-26,-59.45076568389729,11.627895117560236,-497.17493817717707,-92.44529338067301,1.0,0.017687028168091375,0.0
15,5.0,5e-26,-31.542876151954548,-4.340208541165313,-192.696253262941,37.085565947108535,1.0,0.017687028168091375,0.0
16,6.0,5e-26,-52.752489260302106,16.002034227500467,1267.1378851186569,378.2375602443759,1.0,0.017687028168091375,0.0
17,7.0,5e-26,-45.488600153069434,-76.0862352562288,-793.8805085666236,-24.237799073029578,1.0,0.017687028168091375,0.0
18,8.0,5e-26,-24.93528340247082,-58.89279130615031,-544.3571877124871,390.3663979506257,1.0,0.017687028168091375,0.0
